,Скважина,Дата,ГТМ,Метод,Характер работы,Состояние,"Время работы, ч",Время накопления,"Нефть, т","Попутный газ, м3","Простой, ч",Причина простоя,"Обводненность (вес), %","Добыча растворенного газа, м3","Дебит попутного газа, м3/сут",Тип скважины,Диаметр НКТ,Диаметр штуцера,Глубина верхних дыр перфорации,Удлинение,Тип насоса,Производительность ЭЦН,Напор,Частота,Коэффициент сепарации,Глубина спуска,Буферное давление,Давление в линии,Пластовое давление,Динамическая высота,Затрубное давление,Давление на приеме,Забойное давление,Обводненность,Давление наcыщения,Газовый фактор,Температура пласта,JD факт,Вязкость нефти в пластовых условиях,Вязкость воды в пластовых условиях,Вязкость жидкости в пласт. условиях,объемный коэффициент,Плотность нефти,Плотность воды,Высота перфорации,Удельный коэффициент,Коэффициент продуктивности,ТП - Забойное давление,ТП - JD опт.,ТП - SKIN,К пр от стимуляции,Глубина спуска.1,КВЧ,Время до псевдоуст-ся режима,Дата запуска после КРС,Дата пуска,Дата останова,Радиус контура питания,Номер бригады,Дата ввода в эксплуатацию,Назначение по проекту,Замерное забойное давление,Нефтенасыщенная толщина,Плотность раствора глушения,Глубина текущего забоя,Тип дополнительного оборудования,Мощность ПЭД,I X/X,Ток номинальный,Ток рабочий,Тип ГЗУ,ДНС,Пластовое давление начальное,Характеристический дебит жидкости,Время в работе,Время в накоплении,ГП - Забойное давление,ГП(ИДН) Дебит жидкости,ГП(ИДН) Дебит жидкости скорр-ый,ГП(ИДН) Прирост дефита нефти,ГП(ГРП) Дебит жидкости,ГП(ГРП) Дебит жидкости скорр-ый
2474.0,8967db4f55873c5e8720576ad5c9af21,2013-03-01,0.0,1.0,1.0,1.0,720.0,0.0,"682,62",62454.0,0.0,0,"19,1","62453,85","2081,80",1.0,0.0,0.0,3045.0,414.87,19.0,60.0,2212.0,54.0,0.7,2920.0,20.0,19.0,275.0,2629.0,20.0,36.0,45.8670309891174,13.0,80.0,57.0,92.0,0.4105420071394649,1.38,0.5,1.4115625383576798,1.1440000000000001,0.867,1.003,48.0,0.329202799818574,0.22401219130119893,45.8670309891174,1.4851995796452502,-6.40073582836967,0.7898517844743159,0.0,60.0,653.183083864803,42433.5840277778,42433.5840277778,42366.0,250.0,6.0,42411.0,1.0,0.0,28.9,1.09785447867596,3156.5,0.0,0.0,0.0,0.0,0.0,1.0,2.0,277.0,120.54566017124901,0.0,0.0,29.0,52.062052041360595,52.062052041360595,1.55538523427787,183.5672624307,183.5672624307
2475.0,8967db4f55873c5e8720576ad5c9af21,2013-03-31,0.0,1.0,1.0,1.0,744.0,0.0,"571,37",52347.0,0.0,0,"21,5","52346,79","1688,61",1.0,67.7,0.0,3045.0,414.87,19.0,60.0,2212.0,54.0,0.7,2918.0,21.0,20.0,275.0,2649.0,21.5,45.0,54.943028366227296,12.0,80.0,57.0,92.0,0.41535659688057197,1.38,0.5,1.409083483091,1.1440000000000001,0.867,1.003,48.0,0.20292722197223,0.13832855619599202,50.0,1.61496482628755,-6.454837478433468,0.530351795605361,0.0,100.0,1057.77850908899,42433.5840277778,42433.5840277778,42366.0,250.0,6.0,42411.0,1.0,46.0,28.9,1.09785447867596,3156.5,0.0,100.0,14.0,38.5,17.0,1.0,2.0,277.0,74.3067675999149,0.0,0.0,30.0,32.0767344591576,32.0767344591576,1.5844653229588601,122.982225690746,122.982225690746
2476.0,8967db4f55873c5e8720576ad5c9af21,2013-05-01,0.0,1.0,1.0,1.0,720.0,0.0,"457,84",43374.0,0.0,0,"20,1","43374,33","1445,81",1.0,67.7,0.0,3045.0,414.87,19.0,60.0,2212.0,54.0,0.7,2918.0,20.0,19.0,342.0,2720.0,20.4,0.0,46.0,16.0,80.0,57.0,92.0,0.413271541988185,1.38,0.5,1.4190523198420502,1.1440000000000001,0.867,1.003,48.0,0.13233755904161398,0.0895762691418867,46.0,1.69618488302082,-6.48448763782148,0.36070759767011,0.0,120.0,1633.47921652844,42433.5840277778,42433.5840277778,42366.0,250.0,6.0,42411.0,1.0,46.0,28.9,1.3653317516624701,3156.5,0.0,100.0,14.0,38.5,17.0,1.0,2.0,277.0,48.4586353120771,0.0,0.0,29.0,26.838700089014,26.838700089014,0.61080850082715,108.074639929047,108.074639929047
2477.0,8967db4f55873c5e8720576ad5c9af21,2013-05-31,0.0,1.0,1.0,1.0,744.0,0.0,"430,07",40816.0,0.0,0,"19,0","40815,55","1316,63",1.0,67.7,0.0,3045.0,414.87,19.0,60.0,2212.0,55.0,0.7,2918.0,20.0,19.0,342.0,2733.0,20.7,0.0,44.0,17.0,80.0,57.0,92.0,0.412369882928679,1.38,0.5,1.4215666076064095,1.1440000000000001,0.867,1.003,48.0,0.111667107364939,0.0754512277618877,44.0,1.7238390110203201,-6.49394543672663,0.30878212205023803,0.0,120.0,1939.2788994659602,42433.5840277778,42433.5840277778,42366.0,250.0,6.0,42411.0,1.0,44.0,28.9,1.3653317516624701,3156.5,0.0,100.0,14.0,38.5,23.3,1.0,2.0,277.0,40.88964366080379,0.0,0.0,29.0,22.611981318281106,22.611981318281106,0.4403878764482971,92.5389259039475,92.5389259039475
2478.0,47e2501363b3d10bb6826cd7d1bed6e0,2011-08-31,0.0,2.0,1.0,7.0,0.0,0.0,"0,00",0.0,0.0,0,"0,0","0,00","0,00",1.0,67.3,32.0,3397.0,646.61,4.0,50.0,2400.0,50.4,0.7,3110.0,24.5,23.5,274.75,2658.75,24.225,53.25,76.29335288911892,10.0,112.55,62.25,88.0,0.13660898802880775,1.5975,0.5,1.6045371268691497,1.126,0.86925,1.02325,15.0,1.77023876059832,0.11172194312788092,49.5,0.947955752659846,-6.006732121227717,0.7197026132067477,0.0,140.0,131.04252790943968,41947.6006944444,41947.6006944444,41902.0,250.0,1.0,41921.0,1.0,0.0,5.0,1.04889670192227,3456.0,0.0,0.0,0.0,0.0,16.9,1.0,1.0,267.25,168.9273709506935,0.0,0.0,33.5,24.2370738472083,24.2370738472083,3.0763488120184905,156.24022813228575,156.24022813228575
2479.0,47e2501363b3d10bb6826cd7d1bed6e0,2011-10-01,0.0,1.0,1.0,1.0,634.0,0.0,"332,80",21299.0,0.0,0,"34,7","21299,26","806,28",1.0,67.3,32.0,3397.0,646.61,4.0,50.0,2400.0,50.4,0.7,3110.0,24.5,23.5,274.75,2658.75,24.225,53.25,76.29335288911892,10.0,112.55,62.25,88.0,0.13660898802880775,1.5975,0.5,1.6045371268691497,1.126,0.86925,1.02325,15.0,1.77023876059832,0.11172194312788092,49.5,0.947955752659846,-6.006732121227717,0.7197026132067477,0.0,140.0,131.04252790943968,41947.6006944444,41947.6006944444,41902.0,250.0,1.0,41921.0,1.0,0.0,5.0,1.04889670192227,3456.0,0.0,0.0,0.0,0.0,16.9,1.0,1.0,267.25,168.9273709506935,0.0,0.0,33.5,24.2370738472083,24.2370738472083,3.0763488120184905,156.24022813228575,156.24022813228575
2480.0,47e2501363b3d10bb6826cd7d1bed6e0,2011-10-31,0.0,1.0,1.0,1.0,744.0,0.0,"404,32",25876.0,0.0,0,"32,2","25876,22","834,72",1.0,67.3,32.0,3397.0,646.61,4.0,50.0,2400.0,52.0,0.7,3110.0,25.0,24.0,278.0,2182.0,25.4,104.0,126.41666974533199,8.0,123.4,64.0,88.0,0.141438644408783,1.67,0.5,1.6697328427451599,1.12,0.87,1.03,15.0,3.0125350279845398,0.185640465562561,55.0,0.7969013377527701,-5.819185524839339,1.04651410216498,0.0,100.0,70.3609935156008,41947.6006944444,41947.6006944444,41902.0,250.0,1.0,41921.0,1.0,0.0,5.0,1.06130403324619,3456.0,0.0,0.0,0.0,0.0,16.9,1.0,1.0,264.0,277.309636413945,0.0,0.0,34.0,40.109115749775796,40.109115749775796,9.580080246120572,226.107789216691,226.107789216691
2481.0,47e2501363b3d10bb6826cd7d1bed6e0,2011-12-01,0.0,1.0,1.0,1.0,742.0,0.0,"342,00",37106.0,2.0,1,"25,0","37106,24","1200,20",1.0,67.3,32.0,3397.0,646.61,4.0,50.0,2400.0,51.0,0.7,3110.0,25.0,24.0,278.0,2750.0,24.0,37.0,59.98922686149921,4.0,123.4,64.0,88.0,0.132253514064506,1.67,0.5,1.6698664106871497,1.12,0.87,1.03,15.0,1.67184650026694,0.103015412189018,55.0,0.931978672993318,-6.00106008427043,0.679166191835533,0.0,180.0,126.795081591421,41947.6006944444,41947.6006944444,41902.0,250.0,1.0,41921.0,1.0,0.0,5.0,1.06130403324619,3456.0,0.0,0.0,0.0,0.0,16.9,1.0,1.0,264.0,153.896681971238,0.0,0.0,34.0,22.213221418995104,22.213221418995104,1.01328252914475,146.448659273012,146.448659273012
2482.0,47e2501363b3d10bb6826cd7d1bed6e0,2012-01-01,0.0,1.0,1.0,1.0,672.0,0.0,"279,81",31985.0,0.0,0,"21,0","31984,89","1142,32",1.0,67.3,32.0,3397.0,646.61,4.0,50.0,2400.0,49.5,0.7,3110.0,24.0,23.0,278.0,2740.0,24.1,36.0,59.508981897975595,16.0,123.4,64.0,88.0,0.132791614093539,1.67,0.5,1.66946577095329,1.12,0.87,1.03,15.0,1.32881069472144,0.0818979684459963,55.0,0.994966572755446,-6.068987120052941,0.57643388092369,0.0,180.0,159.489274783336,41947.6006944444,41947.6006944444,41902.0,250.0,1.0,41921.0,1.0,0.0,5.0,1.06130403324619,3456.0,0.0,0.0,0.0,0.0,16.9,1.0,1.0,264.0,122.319577098061,0.0,0.0,33.0,17.796959290114998,17.796959290114998,0.7285778492160719,125.262817953862,125.262817953862
2483.0,47e2501363b3d10bb6826cd7d1bed6e0,2012-01-29,0.0,1.0,1.0,1.0,744.0,0.0,"296,89",31435.0,0.0,0,"24,4","31434,71","1014,02",1.0,67.3,32.0,3397.0,646.61,4.0,50.0,2400.0,49.1,0.7,3110.0,24.0,23.0,265.0,2963.0,23.4,36.0,59.2585330516689,12.0,80.0,57.0,88.0,0.139952179548403,1.38,0.5,1.409083483091,1.1440000000000001,0.867,1.003,15.0,1.06776281942036,0.0763339263139484,33.0,1.06797642713785,-6.13769575574816,0.576696277902788,0.0,100.0,167.52476174740102,41947.6006944444,41947.6006944444,41902.0,250.0,1.0,41921.0,1.0,0.0,5.0,1.01167470795051,3456.0,0.0,0.0,0.0,0.0,16.9,1.0,1.0,277.0,122.18358831953002,0.0,0.0,33.0,16.8289989299473,16.8289989299473,0.98345462359257,127.141646085578,127.141646085578
2484.0,1763f50093770656397873fc691265f1,2011-08-31,0.0,2.0,1.0,7.0,0.0,0.0,"0,00",0.0,0.0,0,"0,0","0,00","0,00",1.0,67.6,32.0,2822.0,95.97,1.0,0.0,2400.0,52.0,0.7,2702.0,24.75,23.75,286.775,2565.75,24.925,34.5,44.27154202335558,9.75,112.55,62.25,88.0,0.3906375815663343,1.5975,0.5,1.6058038819166,1.126,0.86925,1.02325,24.0,0.1292799669003217,0.039021735610985785,41.814162849517295,1.7039111396137074,-6.4866140009293405,0.15648535875037,0.0,140.0,2036.692735894503,41948.6006944444,41948.6006944444,41916.0,250.0,1.0,41935.0,1.0,10.75,12.2,1.1045870735098324,2910.0,0.0,0.0,0.0,0.0,24.175,1.0,1.0,267.25,19.852524538246502,0.0,0.0,33.75,8.940608807663482,8.940608807663482,0.14670289296748235,35.85707407869667,35.85707407869667
2485.0,1763f50093770656397873fc691265f1,2011-10-01,0.0,1.0,1.0,1.0,610.0,0.0,"510,45",32669.0,0.0,0,"33,7","32668,93","1285,33",1.0,67.6,32.0,2822.0,95.97,1.0,0.0,2400.0,52.0,0.7,2702.0,24.75,23.75,286.775,2565.75,24.925,34.5,44.27154202335558,9.75,112.55,62.25,88.0,0.3906375815663343,1.5975,0.5,1.6058038819166,1.126,0.86925,1.02325,24.0,0.1292799669003217,0.039021735610985785,41.814162849517295,1.7039111396137074,-6.4866140009293405,0.15648535875037,0.0,140.0,2036.692735894503,41948.6006944444,41948.6006944444,41916.0,250.0,1.0,41935.0,1.0,10.75,12.2,1.1045870735098324,2910.0,0.0,0.0,0.0,0.0,24.175,1.0,1.0,267.25,19.852524538246502,0.0,0.0,33.75,8.940608807663482,8.940608807663482,0.14670289296748235,35.85707407869667,35.85707407869667
2486.0,1763f50093770656397873fc691265f1,2011-10-31,0.0,1.0,1.0,1.0,744.0,0.0,"257,91",26501.0,0.0,1,"14,2","26500,68","854,86",1.0,67.6,32.0,2822.0,95.97,1.0,0.0,2400.0,52.0,0.7,2702.0,25.0,24.0,290.0,2555.0,24.6,39.0,48.84171921215511,15.0,123.4,64.0,88.0,0.3890412424251521,1.67,0.5,1.66949915025492,1.12,0.87,1.03,24.0,0.198743210654927,0.0583972456140098,48.84171921215511,1.61931652514597,-6.45650151941732,0.22449839633722196,0.0,160.0,1279.65301965449,41948.6006944444,41948.6006944444,41916.0,250.0,1.0,41935.0,1.0,0.0,12.2,1.1170089837602701,2910.0,0.0,0.0,0.0,0.0,24.7,1.0,1.0,264.0,29.271510923253302,0.0,0.0,34.0,13.3635110324429,13.3635110324429,0.268816408491547,51.37377225028689,51.37377225028689
2487.0,1763f50093770656397873fc691265f1,2011-12-01,0.0,1.0,1.0,1.0,744.0,0.0,"169,24",18362.0,0.0,0,"11,7","18361,69","592,31",1.0,67.6,32.0,2822.0,95.97,1.0,0.0,2400.0,52.0,0.7,2702.0,25.0,24.0,290.0,2570.0,26.0,35.0,44.6430962066354,2.0,123.4,64.0,88.0,0.38341791992456703,1.67,0.5,1.66993320267189,1.12,0.87,1.03,24.0,0.122005375759663,0.0358398457200504,44.6430962066354,1.70973873467581,-6.48916132659509,0.145473877246191,0.0,60.0,2085.05952489819,41948.6006944444,41948.6006944444,41916.0,250.0,1.0,41935.0,1.0,0.0,12.2,1.1170089837602701,2910.0,0.0,0.0,0.0,0.0,24.0,1.0,1.0,264.0,17.9693267381362,0.0,0.0,34.0,8.150722394836508,8.150722394836508,0.12850591383761198,33.0837693442101,33.0837693442101
2488.0,1763f50093770656397873fc691265f1,2012-01-01,0.0,1.0,1.0,1.0,672.0,0.0,"129,18",14766.0,0.0,0,"20,2","14766,21","527,36",1.0,67.6,32.0,2822.0,95.97,1.0,0.0,2400.0,52.0,0.7,2702.0,25.0,24.0,290.0,2541.0,25.1,31.0,40.77183597927871,8.0,123.4,64.0,88.0,0.381252033525651,1.67,0.5,1.6697328427451599,1.12,0.87,1.03,24.0,0.105680853498879,0.0310481399156018,40.77183597927871,1.7322713191891501,-6.49676923618333,0.127685221275184,0.0,60.0,2406.84987547102,41948.6006944444,41948.6006944444,41916.0,250.0,1.0,41935.0,1.0,0.0,12.2,1.1170089837602701,2910.0,0.0,0.0,0.0,0.0,24.0,1.0,1.0,264.0,15.5650009244454,0.0,0.0,34.0,7.08077803776317,7.08077803776317,0.0646547414256384,29.1196417244286,29.1196417244286
2489.0,1763f50093770656397873fc691265f1,2012-01-29,0.0,1.0,1.0,1.0,744.0,0.0,"120,05",12711.0,0.0,0,"24,3","12710,86","410,03",1.0,67.6,32.0,2822.0,95.97,1.0,0.0,2400.0,52.0,0.7,2702.0,24.0,23.0,277.1,2597.0,24.0,33.0,42.8295166953531,14.0,80.0,57.0,88.0,0.4088391303899671,1.38,0.5,1.4140503319944298,1.1440000000000001,0.867,1.003,24.0,0.0906904276878178,0.0308017111942811,33.0,1.7543179794438999,-6.504023921521619,0.128283940142883,0.0,280.0,2375.2085235543104,41948.6006944444,41948.6006944444,41916.0,250.0,1.0,41935.0,1.0,43.0,12.2,1.06732134275852,2910.0,0.0,0.0,0.0,0.0,24.0,1.0,1.0,277.0,16.6042595671511,0.0,0.0,33.0,7.16742376561135,7.16742376561135,0.12483450811513196,29.8511129958611,29.8511129958611
2490.0,d812243839776ab7d07d6396b1d70d43,2013-07-01,0.0,1.0,1.0,1.0,370.0,0.0,"242,31",23105.0,0.0,0,"26,8","23104,66","1498,68",1.0,54.24,0.0,3441.0,610.36,3.0,125.0,2600.0,49.8,0.7,3123.2,19.8,19.0,272.0,2911.0,20.5,22.8,49.898034426166284,12.6,80.0,57.0,92.0,0.3345692634722092,1.38,0.5,1.4109356374171362,1.1440000000000001,0.867,1.003,13.0,0.26345854135869584,0.0489841684061663,40.0,1.1889239809501422,-5.120657997327754,0.1723670683574322,3123.2,144.0,524.5851506477528,42598.5840277778,42598.5840277778,42560.0,250.0,1.0,42583.0,1.0,0.0,5.0,0.8547263867366159,3460.0,0.0,50.4,0.0,0.0,22.96,2.0,2.0,277.0,26.127776807426358,0.0,0.0,23.2,11.233226115658097,11.233226115658097,0.8251536862200236,39.53668983910956,39.53668983910956
2491.0,d812243839776ab7d07d6396b1d70d43,2013-08-01,0.0,1.0,1.0,1.0,720.0,0.0,"374,03",35145.0,0.0,0,"11,2","35145,47","1171,52",1.0,0.0,0.0,3441.0,0.0,3.0,125.0,2600.0,49.0,0.7,3120.0,19.0,19.0,270.0,2894.0,20.7,0.0,0.0,30.0,80.0,57.0,92.0,0.0,1.38,0.5,1.455082243779,1.1440000000000001,0.867,1.003,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3120.0,340.0,0.0,42598.5840277778,42598.5840277778,42560.0,250.0,1.0,42583.0,1.0,0.0,5.0,0.0,3460.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2492.0,d812243839776ab7d07d6396b1d70d43,2013-08-31,0.0,1.0,1.0,1.0,744.0,0.0,"329,72",31661.0,0.0,0,"7,8","31660,67","1021,31",1.0,67.8,0.0,3441.0,762.95,3.0,125.0,2600.0,50.0,0.7,3124.0,20.0,19.0,270.0,2905.0,20.4,37.0,62.0408592728391,5.0,80.0,57.0,92.0,0.41797546448371203,1.38,0.5,1.39197095017147,1.1440000000000001,0.867,1.003,13.0,0.389160800610943,0.0727292802231338,50.0,1.4330578860198602,-6.376237492613269,0.247435583075022,3124.0,80.0,544.878169926514,42598.5840277778,42598.5840277778,42560.0,250.0,1.0,42583.0,1.0,0.0,5.0,1.05860607531599,3460.0,0.0,63.0,0.0,0.0,28.0,2.0,2.0,277.0,38.593952916176704,0.0,0.0,29.0,16.5000342230185,16.5000342230185,1.23550318778922,56.1355148326049,56.1355148326049
2493.0,d812243839776ab7d07d6396b1d70d43,2013-10-01,0.0,1.0,1.0,1.0,714.0,0.0,"306,24",29626.0,6.0,2,"7,9","29626,47","995,85",1.0,67.8,0.0,3441.0,762.95,3.0,125.0,2600.0,50.0,0.7,3124.0,20.0,19.0,270.0,2900.0,20.4,39.0,64.05052156990651,6.0,80.0,57.0,92.0,0.418706664842937,1.38,0.5,1.3943901058928099,1.1440000000000001,0.867,1.003,13.0,0.330081153210153,0.061581010147502,50.0,1.4843976909314298,-6.40037209846121,0.217013229687659,3124.0,40.0,643.51976385469,42598.5840277778,42598.5840277778,42560.0,250.0,1.0,42583.0,1.0,0.0,5.0,1.05860607531599,3460.0,0.0,63.0,0.0,0.0,28.0,2.0,2.0,277.0,32.7348912467822,0.0,0.0,29.0,13.9748598089973,13.9748598089973,1.12048324713659,49.2478030860262,49.2478030860262
2494.0,d812243839776ab7d07d6396b1d70d43,2013-10-31,0.0,1.0,1.0,1.0,742.0,0.0,"275,31",26926.0,2.0,1,"13,4","26925,74","870,91",1.0,67.8,0.0,3441.0,762.95,3.0,125.0,2600.0,50.0,0.7,3124.0,20.0,19.0,275.0,2925.0,20.5,38.0,63.257179417608995,10.0,80.0,57.0,92.0,0.41859712919224895,1.38,0.5,1.4041514041514,1.1440000000000001,0.867,1.003,13.0,0.30798297218407106,0.0570588665586237,50.0,1.5049490123960598,-6.409571672016151,0.20386095687898398,3124.0,160.0,694.521281233976,42598.5840277778,42598.5840277778,42560.0,250.0,1.0,42583.0,1.0,0.0,5.0,1.07820989152555,3460.0,0.0,63.0,0.0,0.0,28.0,2.0,2.0,277.0,30.5433648733272,0.0,0.0,29.0,13.249144223099599,13.249144223099599,0.9747072372845981,47.33678360704351,47.33678360704351
2495.0,d812243839776ab7d07d6396b1d70d43,2013-12-01,0.0,1.0,1.0,1.0,744.0,0.0,"180,51",17751.0,0.0,0,"16,9","17751,16","572,62",1.0,67.8,0.0,3441.0,762.95,3.0,125.0,2600.0,50.0,0.7,3124.0,20.0,19.0,275.0,2931.0,20.5,0.0,60.14161187047689,12.0,80.0,57.0,92.0,0.41756705884214795,1.38,0.5,1.409083483091,1.1440000000000001,0.867,1.003,13.0,0.29006778078831197,0.053551685101571996,50.0,1.5222153154033602,-6.4171087235481385,0.193525572145496,3124.0,100.0,740.006538223584,42598.5840277778,42598.5840277778,42560.0,250.0,1.0,42583.0,1.0,0.0,5.0,1.07820989152555,3460.0,0.0,63.0,0.0,0.0,30.8,2.0,2.0,277.0,28.76667500084569,0.0,0.0,29.0,12.4420923231751,12.4420923231751,0.7950747588897109,44.9633476698732,44.9633476698732
2496.0,d4db9c9934662e024135072b7cc67d11,2013-12-01,1.0,2.0,1.0,1.0,84.0,0.0,"8,76",861.0,0.0,0,"37,3","861,47","246,13",1.0,67.6,0.0,2988.0,342.37,16.0,125.0,2600.0,50.0,0.7,2700.0,19.0,18.0,262.75,2526.75,20.55,27.5,61.4334524728502,74.0,80.0,57.0,92.0,0.4200359084848655,1.38,0.5,1.58172813294974,1.1440000000000001,0.867,1.003,8.0,0.1377027645744855,0.013921662137782249,51.82434844970705,1.690981976218205,-6.482427902990441,0.05566658040054368,2700.0,115.0,1813.4235200598603,42763.5840277778,42763.5840277778,42709.0,250.0,2.0,42736.0,1.0,0.0,2.6,1.04280454938899,3081.5,0.0,0.0,0.0,0.0,29.4,2.0,2.0,277.0,8.403872765858216,0.0,0.0,28.0,3.146025634248168,3.146025634248168,0.07888592715419206,12.583352031838725,12.583352031838725
2497.0,d4db9c9934662e024135072b7cc67d11,2014-01-01,0.0,1.0,1.0,1.0,668.0,0.0,"30,16",3018.0,4.0,2,"70,2","3018,20","108,44",1.0,67.6,0.0,2988.0,342.37,16.0,125.0,2600.0,50.0,0.7,2700.0,19.0,18.0,262.75,2526.75,20.55,27.5,61.4334524728502,74.0,80.0,57.0,92.0,0.4200359084848655,1.38,0.5,1.58172813294974,1.1440000000000001,0.867,1.003,8.0,0.1377027645744855,0.013921662137782249,51.82434844970705,1.690981976218205,-6.482427902990441,0.05566658040054368,2700.0,115.0,1813.4235200598603,42763.5840277778,42763.5840277778,42709.0,250.0,2.0,42736.0,1.0,0.0,2.6,1.04280454938899,3081.5,0.0,0.0,0.0,0.0,29.4,2.0,2.0,277.0,8.403872765858216,0.0,0.0,28.0,3.146025634248168,3.146025634248168,0.07888592715419206,12.583352031838725,12.583352031838725
2498.0,d4db9c9934662e024135072b7cc67d11,2014-01-29,0.0,1.0,1.0,1.0,744.0,0.0,"21,14",2128.0,0.0,0,"76,2","2127,56","68,63",1.0,67.6,0.0,2988.0,342.37,16.0,125.0,2600.0,50.0,0.7,2700.0,22.0,21.0,260.0,2457.0,26.8,43.0,69.2139269352223,77.0,80.0,57.0,92.0,0.42109666684797203,1.38,0.5,1.59066808059385,1.1440000000000001,0.867,1.003,8.0,0.1824353372174969,0.0183605803857922,54.9373779296875,1.63677568377713,-6.463088742910861,0.0713451904230217,2700.0,100.0,1328.21667273888,42763.5840277778,42763.5840277778,42709.0,250.0,2.0,42736.0,1.0,0.0,2.6,1.03189032479976,3081.5,0.0,0.0,0.0,0.0,29.4,2.0,2.0,277.0,11.133860432721901,0.0,0.0,31.0,4.0899331680271604,4.0899331680271604,0.11763857303629599,15.8925837070014,15.8925837070014
2499.0,d4db9c9934662e024135072b7cc67d11,2014-03-01,0.0,1.0,1.0,1.0,720.0,0.0,"10,15",1032.0,0.0,0,"86,4","1032,34","34,41",1.0,67.6,0.0,2988.0,342.37,16.0,125.0,2600.0,50.0,0.7,2700.0,18.0,17.0,260.0,2582.0,18.4,32.0,58.178443166735896,75.0,80.0,57.0,92.0,0.41973663160395297,1.38,0.5,1.58438576349024,1.1440000000000001,0.867,1.003,8.0,0.137868281989046,0.013930299064667,50.8731689453125,1.6891341446099901,-6.48202671908424,0.0558616440108193,2700.0,120.0,1750.6321204134601,42763.5840277778,42763.5840277778,42709.0,250.0,2.0,42736.0,1.0,0.0,2.6,1.03189032479976,3081.5,0.0,0.0,0.0,0.0,29.4,2.0,2.0,277.0,8.41397414106879,0.0,0.0,27.0,3.12497378785082,3.12497378785082,0.0704380685166652,12.5314016927918,12.5314016927918
2500.0,d4db9c9934662e024135072b7cc67d11,2014-03-31,0.0,1.0,1.0,1.0,744.0,0.0,"21,84",2195.0,0.0,0,"69,4","2195,00","70,81",1.0,67.6,0.0,2988.0,342.37,16.0,125.0,2600.0,50.0,0.7,2700.0,18.0,17.0,260.0,2518.0,18.5,35.0,61.591263311644894,84.0,80.0,57.0,92.0,0.420669681811939,1.38,0.5,1.61305404899944,1.1440000000000001,0.867,1.003,8.0,0.122109086546175,0.0121187010067882,51.321380615234396,1.70960009802837,-6.48911389652542,0.049185799645891,2700.0,120.0,2012.33027994596,42763.5840277778,42763.5840277778,42709.0,250.0,2.0,42736.0,1.0,0.0,2.6,1.03189032479976,3081.5,0.0,0.0,0.0,0.0,29.4,2.0,2.0,277.0,7.4522049725018,0.0,0.0,27.0,2.73607247436932,2.73607247436932,0.0466199736445122,11.104813334827304,11.104813334827304
2501.0,d4db9c9934662e024135072b7cc67d11,2014-05-01,0.0,1.0,1.0,1.0,720.0,0.0,"24,25",2309.0,0.0,0,"63,9","2309,21","76,97",1.0,67.6,0.0,2988.0,342.37,16.0,125.0,2600.0,50.0,0.7,2700.0,18.0,17.0,271.0,2550.0,18.5,0.0,56.7501764777977,60.0,80.0,57.0,92.0,0.418640653675598,1.38,0.5,1.53880463871543,1.1440000000000001,0.867,1.003,8.0,0.108398352545224,0.0112770680938816,50.1654663085938,1.7284179784573301,-6.49548225344124,0.0462736875224427,2700.0,120.0,2162.51500714114,42763.5840277778,42763.5840277778,42709.0,250.0,2.0,42736.0,1.0,0.0,2.6,1.07554722315668,3081.5,0.0,0.0,0.0,0.0,29.4,2.0,2.0,277.0,6.615451517140371,0.0,0.0,27.0,2.63312310674537,2.63312310674537,0.0808470934192948,10.8046093927344,10.8046093927344
2502.0,ea58b01a7a79e5e1367b46d41d1ce1de,2013-05-31,0.0,2.0,1.0,1.0,10.0,0.0,"6,95",659.0,0.0,0,"42,1","659,26","1582,22",1.0,67.3,0.0,3044.0,411.39,3.0,125.0,2600.0,50.0,0.7,2760.0,19.0,18.0,277.225,2560.25,19.5,27.75,59.60813157824249,32.5,80.0,57.0,92.0,0.4181637834581513,1.38,0.5,1.4617398875843302,1.1440000000000001,0.867,1.003,10.0,0.7693323080559618,0.10529902702031356,50.0,1.1930198381928852,-6.234318002290743,0.2965284116907945,2760.0,115.0,294.528639634184,42582.5840277778,42582.5840277778,42545.0,250.0,2.0,42563.0,1.0,0.0,3.0,1.105694538879665,3092.8,0.0,0.0,0.0,0.0,25.0,2.0,2.0,277.0,58.68955183602275,0.0,0.0,28.0,24.937501486195025,24.937501486195025,1.2597776989863323,70.19915690105233,70.19915690105233
